sample_id,taxid,name,lvl_type,rank,reads_all,reads_lvl,relative_abundance_all,relative_abundance_lvl
SAMP_026,1090,Taxon_1090,S,species,435.0,47.0,0.4389505549949546,0.04742684157416751
SAMP_026,1092,Taxon_1092,P,phylum,507.0,96.0,0.5116044399596368,0.09687184661957618
SAMP_026,1094,Taxon_1094,O,order,650.0,320.0,0.6559031281533805,0.3229061553985873
SAMP_026,1097,Taxon_1097,S,species,72.0,11.0,0.07265388496468214,0.011099899091826439
SAMP_026,1098,Taxon_1098,D,D,515.0,366.0,0.5196770938446014,0.3693239152371342
SAMP_027,1000,Taxon_1000,D,D,568.0,507.0,0.5725806451612904,0.5110887096774194
SAMP_027,1001,Taxon_1001,P,phylum,573.0,359.0,0.5776209677419355,0.36189516129032256
SAMP_027,1003,Taxon_1003,O,order,465.0,85.0,0.46875,0.08568548387096774
SAMP_027,1004,Taxon_1004,F,family,838.0,674.0,0.844758064516129,0.6794354838709677
SAMP_027,1005,Taxon_1005,G,genus,753.0,393.0,0.7590725806451613,0.3961693548387097
SAMP_027,1006,Taxon_1006,S,species,601.0,456.0,0.6058467741935484,0.4596774193548387
SAMP_027,1007,Taxon_1007,D,D,583.0,457.0,0.5877016129032258,0.46068548387096775
SAMP_027,1008,Taxon_1008,P,phylum,837.0,704.0,0.84375,0.7096774193548387
SAMP_027,1009,Taxon_1009,C,class,29.0,24.0,0.029233870967741934,0.024193548387096774
SAMP_027,1010,Taxon_1010,O,order,358.0,194.0,0.36088709677419356,0.19556451612903225
SAMP_027,1012,Taxon_1012,G,genus,287.0,249.0,0.28931451612903225,0.25100806451612906
SAMP_027,1017,Taxon_1017,O,order,364.0,297.0,0.36693548387096775,0.29939516129032256
SAMP_027,1018,Taxon_1018,F,family,776.0,483.0,0.782258064516129,0.48689516129032256
SAMP_027,1019,Taxon_1019,G,genus,798.0,302.0,0.8044354838709677,0.30443548387096775
SAMP_027,1020,Taxon_1020,S,species,838.0,731.0,0.844758064516129,0.7368951612903226
SAMP_027,1024,Taxon_1024,O,order,130.0,51.0,0.1310483870967742,0.05141129032258065
SAMP_027,1026,Taxon_1026,G,genus,992.0,156.0,1.0,0.15725806451612903
SAMP_027,1027,Taxon_1027,S,species,788.0,240.0,0.7943548387096774,0.24193548387096775
SAMP_027,1028,Taxon_1028,D,D,831.0,557.0,0.8377016129032258,0.561491935483871
SAMP_027,1030,Taxon_1030,C,class,179.0,75.0,0.18044354838709678,0.07560483870967742
SAMP_027,1034,Taxon_1034,S,species,162.0,50.0,0.16330645161290322,0.05040322580645161
SAMP_027,1037,Taxon_1037,C,class,95.0,83.0,0.09576612903225806,0.08366935483870967
SAMP_027,1038,Taxon_1038,O,order,773.0,452.0,0.7792338709677419,0.45564516129032256
SAMP_027,1039,Taxon_1039,F,family,509.0,99.0,0.5131048387096774,0.09979838709677419
SAMP_027,1040,Taxon_1040,G,genus,364.0,129.0,0.36693548387096775,0.13004032258064516
SAMP_027,1043,Taxon_1043,P,phylum,799.0,468.0,0.8054435483870968,0.4717741935483871
SAMP_027,1046,Taxon_1046,F,family,224.0,168.0,0.22580645161290322,0.1693548387096774
SAMP_027,1050,Taxon_1050,P,phylum,117.0,20.0,0.11794354838709678,0.020161290322580645
SAMP_027,1052,Taxon_1052,O,order,191.0,103.0,0.19254032258064516,0.10383064516129033
SAMP_027,1054,Taxon_1054,G,genus,589.0,85.0,0.59375,0.08568548387096774
SAMP_027,1056,Taxon_1056,D,D,106.0,94.0,0.10685483870967742,0.09475806451612903
SAMP_027,1057,Taxon_1057,P,phylum,381.0,276.0,0.3840725806451613,0.2782258064516129
SAMP_027,1059,Taxon_1059,O,order,389.0,99.0,0.39213709677419356,0.09979838709677419
SAMP_027,1063,Taxon_1063,D,D,467.0,356.0,0.47076612903225806,0.3588709677419355
SAMP_027,1067,Taxon_1067,F,family,209.0,41.0,0.21068548387096775,0.04133064516129032
SAMP_027,1068,Taxon_1068,G,genus,603.0,359.0,0.6078629032258065,0.36189516129032256
SAMP_027,1070,Taxon_1070,D,D,946.0,682.0,0.9536290322580645,0.6875
SAMP_027,1071,Taxon_1071,P,phylum,72.0,39.0,0.07258064516129033,0.03931451612903226
SAMP_027,1072,Taxon_1072,C,class,991.0,611.0,0.998991935483871,0.6159274193548387
SAMP_027,1076,Taxon_1076,S,species,698.0,112.0,0.7036290322580645,0.11290322580645161
SAMP_027,1077,Taxon_1077,D,D,709.0,455.0,0.7147177419354839,0.4586693548387097
SAMP_027,1082,Taxon_1082,G,genus,252.0,79.0,0.2540322580645161,0.07963709677419355
SAMP_027,1084,Taxon_1084,D,D,298.0,122.0,0.3004032258064516,0.12298387096774194
SAMP_027,1085,Taxon_1085,P,phylum,75.0,19.0,0.07560483870967742,0.019153225806451613
SAMP_027,1087,Taxon_1087,O,order,786.0,175.0,0.7923387096774194,0.17641129032258066
SAMP_027,1088,Taxon_1088,F,family,148.0,116.0,0.14919354838709678,0.11693548387096774
SAMP_027,1089,Taxon_1089,G,genus,730.0,373.0,0.7358870967741935,0.37600806451612906
SAMP_027,1090,Taxon_1090,S,species,121.0,22.0,0.1219758064516129,0.02217741935483871
SAMP_027,1092,Taxon_1092,P,phylum,279.0,143.0,0.28125,0.14415322580645162
SAMP_027,1093,Taxon_1093,C,class,537.0,181.0,0.5413306451612904,0.18245967741935484
SAMP_027,1094,Taxon_1094,O,order,684.0,299.0,0.6895161290322581,0.3014112903225806
SAMP_027,1095,Taxon_1095,F,family,155.0,52.0,0.15625,0.05241935483870968
SAMP_027,1096,Taxon_1096,G,genus,237.0,73.0,0.23891129032258066,0.07358870967741936
SAMP_027,1098,Taxon_1098,D,D,81.0,31.0,0.08165322580645161,0.03125
SAMP_028,1000,Taxon_1000,D,D,6.0,2.0,0.006134969325153374,0.002044989775051125
SAMP_028,1001,Taxon_1001,P,phylum,904.0,694.0,0.9243353783231084,0.7096114519427403
SAMP_028,1002,Taxon_1002,C,class,978.0,214.0,1.0,0.21881390593047034
SAMP_028,1007,Taxon_1007,D,D,572.0,435.0,0.5848670756646217,0.4447852760736196
SAMP_028,1008,Taxon_1008,P,phylum,598.0,457.0,0.6114519427402862,0.467280163599182
SAMP_028,1011,Taxon_1011,F,family,241.0,172.0,0.24642126789366053,0.17586912065439672
SAMP_028,1017,Taxon_1017,O,order,522.0,445.0,0.5337423312883436,0.4550102249488753
SAMP_028,1019,Taxon_1019,G,genus,765.0,140.0,0.7822085889570553,0.14314928425357873
SAMP_028,1021,Taxon_1021,D,D,390.0,195.0,0.3987730061349693,0.19938650306748465
SAMP_028,1023,Taxon_1023,C,class,798.0,418.0,0.8159509202453987,0.4274028629856851
SAMP_028,1024,Taxon_1024,O,order,687.0,208.0,0.7024539877300614,0.21267893660531698
SAMP_028,1025,Taxon_1025,F,family,125.0,80.0,0.1278118609406953,0.081799591002045
SAMP_028,1028,Taxon_1028,D,D,717.0,400.0,0.7331288343558282,0.40899795501022496
SAMP_028,1032,Taxon_1032,F,family,463.0,175.0,0.4734151329243354,0.17893660531697342
SAMP_028,1039,Taxon_1039,F,family,816.0,143.0,0.8343558282208589,0.14621676891615543
SAMP_028,1040,Taxon_1040,G,genus,840.0,723.0,0.8588957055214724,0.7392638036809815
SAMP_028,1041,Taxon_1041,S,species,561.0,335.0,0.5736196319018405,0.3425357873210634
SAMP_028,1042,Taxon_1042,D,D,848.0,564.0,0.8670756646216768,0.5766871165644172
SAMP_028,1046,Taxon_1046,F,family,565.0,478.0,0.5777096114519428,0.4887525562372188
SAMP_028,1048,Taxon_1048,S,species,765.0,462.0,0.7822085889570553,0.4723926380368098
SAMP_028,1049,Taxon_1049,D,D,964.0,662.0,0.9856850715746421,0.6768916155419223
SAMP_028,1050,Taxon_1050,P,phylum,234.0,92.0,0.2392638036809816,0.09406952965235174
SAMP_028,1052,Taxon_1052,O,order,58.0,37.0,0.05930470347648262,0.03783231083844581
SAMP_028,1054,Taxon_1054,G,genus,770.0,378.0,0.787321063394683,0.38650306748466257
SAMP_028,1062,Taxon_1062,S,species,963.0,751.0,0.9846625766871165,0.7678936605316974
SAMP_028,1063,Taxon_1063,D,D,310.0,278.0,0.3169734151329243,0.2842535787321063
SAMP_028,1064,Taxon_1064,P,phylum,556.0,450.0,0.5685071574642127,0.4601226993865031
SAMP_028,1069,Taxon_1069,S,species,532.0,182.0,0.5439672801635992,0.18609406952965235
SAMP_028,1072,Taxon_1072,C,class,170.0,59.0,0.1738241308793456,0.06032719836400818
SAMP_028,1074,Taxon_1074,F,family,66.0,50.0,0.06748466257668712,0.05112474437627812
SAMP_028,1076,Taxon_1076,S,species,299.0,214.0,0.3057259713701431,0.21881390593047034
SAMP_028,1079,Taxon_1079,C,class,831.0,483.0,0.8496932515337423,0.4938650306748466
SAMP_028,1080,Taxon_1080,O,order,231.0,77.0,0.2361963190184049,0.0787321063394683
SAMP_028,1081,Taxon_1081,F,family,974.0,789.0,0.9959100204498977,0.8067484662576687
SAMP_028,1084,Taxon_1084,D,D,505.0,66.0,0.516359918200409,0.06748466257668712
SAMP_028,1085,Taxon_1085,P,phylum,27.0,16.0,0.027607361963190184,0.016359918200409
SAMP_028,1089,Taxon_1089,G,genus,692.0,174.0,0.7075664621676891,0.17791411042944785
SAMP_028,1096,Taxon_1096,G,genus,686.0,148.0,0.7014314928425358,0.15132924335378323
SAMP_028,1098,Taxon_1098,D,D,22.0,4.0,0.022494887525562373,0.00408997955010225
SAMP_028,1099,Taxon_1099,P,phylum,785.0,440.0,0.8026584867075665,0.4498977505112474
SAMP_029,1002,Taxon_1002,C,class,55.0,6.0,0.056584362139917695,0.006172839506172839
SAMP_029,1003,Taxon_1003,O,order,225.0,192.0,0.23148148148148148,0.19753086419753085
SAMP_029,1006,Taxon_1006,S,species,196.0,164.0,0.20164609053497942,0.16872427983539096
SAMP_029,1007,Taxon_1007,D,D,653.0,78.0,0.6718106995884774,0.08024691358024691
SAMP_029,1009,Taxon_1009,C,class,22.0,11.0,0.02263374485596708,0.01131687242798354
SAMP_029,1011,Taxon_1011,F,family,605.0,268.0,0.6224279835390947,0.2757201646090535
SAMP_029,1015,Taxon_1015,P,phylum,918.0,779.0,0.9444444444444444,0.801440329218107
SAMP_029,1017,Taxon_1017,O,order,565.0,162.0,0.581275720164609,0.16666666666666666
SAMP_029,1018,Taxon_1018,F,family,137.0,42.0,0.14094650205761317,0.043209876543209874
SAMP_029,1022,Taxon_1022,P,phylum,552.0,194.0,0.5679012345679012,0.19958847736625515
SAMP_029,1023,Taxon_1023,C,class,609.0,117.0,0.6265432098765432,0.12037037037037036
SAMP_029,1024,Taxon_1024,O,order,694.0,128.0,0.7139917695473251,0.13168724279835392
SAMP_029,1029,Taxon_1029,P,phylum,767.0,213.0,0.7890946502057613,0.2191358024691358
SAMP_029,1030,Taxon_1030,C,class,720.0,104.0,0.7407407407407407,0.10699588477366255
SAMP_029,1031,Taxon_1031,O,order,726.0,132.0,0.7469135802469136,0.13580246913580246
SAMP_029,1032,Taxon_1032,F,family,885.0,394.0,0.9104938271604939,0.4053497942386831
SAMP_029,1033,Taxon_1033,G,genus,611.0,173.0,0.6286008230452675,0.1779835390946502
SAMP_029,1035,Taxon_1035,D,D,200.0,60.0,0.205761316872428,0.06172839506172839
SAMP_029,1037,Taxon_1037,C,class,257.0,211.0,0.26440329218106995,0.21707818930041153
SAMP_029,1041,Taxon_1041,S,species,756.0,324.0,0.7777777777777778,0.3333333333333333
SAMP_029,1044,Taxon_1044,C,class,170.0,133.0,0.1748971193415638,0.1368312757201646
SAMP_029,1045,Taxon_1045,O,order,844.0,721.0,0.8683127572016461,0.7417695473251029
SAMP_029,1046,Taxon_1046,F,family,647.0,238.0,0.6656378600823045,0.2448559670781893
SAMP_029,1050,Taxon_1050,P,phylum,779.0,335.0,0.801440329218107,0.3446502057613169
SAMP_029,1051,Taxon_1051,C,class,259.0,68.0,0.2664609053497942,0.06995884773662552
SAMP_029,1053,Taxon_1053,F,family,972.0,220.0,1.0,0.22633744855967078
SAMP_029,1056,Taxon_1056,D,D,40.0,26.0,0.0411522633744856,0.026748971193415638
SAMP_029,1058,Taxon_1058,C,class,253.0,201.0,0.2602880658436214,0.20679012345679013
SAMP_029,1060,Taxon_1060,F,family,470.0,212.0,0.4835390946502058,0.21810699588477367
SAMP_029,1062,Taxon_1062,S,species,510.0,240.0,0.5246913580246914,0.24691358024691357
SAMP_029,1063,Taxon_1063,D,D,580.0,438.0,0.5967078189300411,0.4506172839506173
SAMP_029,1065,Taxon_1065,C,class,80.0,61.0,0.0823045267489712,0.06275720164609054
SAMP_029,1067,Taxon_1067,F,family,584.0,113.0,0.6008230452674898,0.11625514403292181
SAMP_029,1069,Taxon_1069,S,species,88.0,30.0,0.09053497942386832,0.030864197530864196
SAMP_029,1071,Taxon_1071,P,phylum,207.0,151.0,0.21296296296296297,0.15534979423868311
SAMP_029,1072,Taxon_1072,C,class,212.0,71.0,0.21810699588477367,0.07304526748971193
SAMP_029,1073,Taxon_1073,O,order,833.0,413.0,0.8569958847736625,0.42489711934156377
SAMP_029,1075,Taxon_1075,G,genus,911.0,390.0,0.9372427983539094,0.4012345679012346
SAMP_029,1078,Taxon_1078,P,phylum,332.0,85.0,0.34156378600823045,0.0874485596707819
SAMP_029,1080,Taxon_1080,O,order,287.0,74.0,0.2952674897119342,0.07613168724279835
SAMP_029,1081,Taxon_1081,F,family,46.0,4.0,0.047325102880658436,0.00411522633744856
SAMP_029,1085,Taxon_1085,P,phylum,209.0,53.0,0.21502057613168724,0.05452674897119342
SAMP_029,1086,Taxon_1086,C,class,887.0,334.0,0.9125514403292181,0.3436213991769547
SAMP_029,1087,Taxon_1087,O,order,419.0,161.0,0.43106995884773663,0.16563786008230452
SAMP_029,1091,Taxon_1091,D,D,352.0,299.0,0.36213991769547327,0.30761316872427985
SAMP_029,1092,Taxon_1092,P,phylum,156.0,126.0,0.16049382716049382,0.12962962962962962
SAMP_029,1093,Taxon_1093,C,class,260.0,137.0,0.2674897119341564,0.14094650205761317
SAMP_029,1094,Taxon_1094,O,order,76.0,40.0,0.07818930041152264,0.0411522633744856
SAMP_029,1095,Taxon_1095,F,family,768.0,478.0,0.7901234567901234,0.49176954732510286
SAMP_029,1099,Taxon_1099,P,phylum,578.0,82.0,0.5946502057613169,0.08436213991769548
SAMP_030,1001,Taxon_1001,P,phylum,473.0,88.0,0.5197802197802198,0.0967032967032967
SAMP_030,1002,Taxon_1002,C,class,16.0,11.0,0.017582417582417582,0.012087912087912088
SAMP_030,1003,Taxon_1003,O,order,727.0,130.0,0.798901098901099,0.14285714285714285
SAMP_030,1006,Taxon_1006,S,species,542.0,204.0,0.5956043956043956,0.22417582417582418
SAMP_030,1007,Taxon_1007,D,D,204.0,179.0,0.22417582417582418,0.1967032967032967
SAMP_030,1008,Taxon_1008,P,phylum,501.0,442.0,0.5505494505494506,0.4857142857142857
SAMP_030,1011,Taxon_1011,F,family,206.0,136.0,0.22637362637362637,0.14945054945054945
SAMP_030,1012,Taxon_1012,G,genus,618.0,284.0,0.6791208791208792,0.3120879120879121
SAMP_030,1013,Taxon_1013,S,species,145.0,26.0,0.15934065934065933,0.02857142857142857
SAMP_030,1017,Taxon_1017,O,order,829.0,174.0,0.910989010989011,0.1912087912087912
SAMP_030,1019,Taxon_1019,G,genus,240.0,57.0,0.26373626373626374,0.06263736263736264
SAMP_030,1021,Taxon_1021,D,D,758.0,496.0,0.832967032967033,0.545054945054945
SAMP_030,1026,Taxon_1026,G,genus,546.0,264.0,0.6,0.29010989010989013
SAMP_030,1027,Taxon_1027,S,species,283.0,153.0,0.310989010989011,0.16813186813186815
SAMP_030,1029,Taxon_1029,P,phylum,380.0,116.0,0.4175824175824176,0.12747252747252746
SAMP_030,1030,Taxon_1030,C,class,869.0,746.0,0.954945054945055,0.8197802197802198
SAMP_030,1031,Taxon_1031,O,order,904.0,213.0,0.9934065934065934,0.23406593406593407
SAMP_030,1033,Taxon_1033,G,genus,910.0,101.0,1.0,0.11098901098901098
SAMP_030,1034,Taxon_1034,S,species,532.0,257.0,0.5846153846153846,0.2824175824175824
SAMP_030,1035,Taxon_1035,D,D,819.0,300.0,0.9,0.32967032967032966
SAMP_030,1036,Taxon_1036,P,phylum,162.0,74.0,0.17802197802197803,0.08131868131868132
SAMP_030,1040,Taxon_1040,G,genus,54.0,37.0,0.05934065934065934,0.04065934065934066
SAMP_030,1043,Taxon_1043,P,phylum,126.0,37.0,0.13846153846153847,0.04065934065934066
SAMP_030,1048,Taxon_1048,S,species,599.0,210.0,0.6582417582417582,0.23076923076923078
SAMP_030,1049,Taxon_1049,D,D,847.0,180.0,0.9307692307692308,0.1978021978021978
SAMP_030,1051,Taxon_1051,C,class,502.0,92.0,0.5516483516483517,0.1010989010989011
SAMP_030,1052,Taxon_1052,O,order,726.0,469.0,0.7978021978021979,0.5153846153846153
SAMP_030,1055,Taxon_1055,S,species,463.0,316.0,0.5087912087912088,0.34725274725274724
SAMP_030,1059,Taxon_1059,O,order,138.0,62.0,0.15164835164835164,0.06813186813186813
SAMP_030,1060,Taxon_1060,F,family,194.0,110.0,0.21318681318681318,0.12087912087912088
SAMP_030,1061,Taxon_1061,G,genus,526.0,463.0,0.578021978021978,0.5087912087912088
SAMP_030,1062,Taxon_1062,S,species,768.0,403.0,0.843956043956044,0.44285714285714284
SAMP_030,1063,Taxon_1063,D,D,646.0,532.0,0.7098901098901099,0.5846153846153846
SAMP_030,1065,Taxon_1065,C,class,560.0,141.0,0.6153846153846154,0.15494505494505495
SAMP_030,1067,Taxon_1067,F,family,712.0,404.0,0.7824175824175824,0.44395604395604393
SAMP_030,1070,Taxon_1070,D,D,854.0,351.0,0.9384615384615385,0.38571428571428573
SAMP_030,1073,Taxon_1073,O,order,348.0,203.0,0.3824175824175824,0.2230769230769231
SAMP_030,1075,Taxon_1075,G,genus,869.0,430.0,0.954945054945055,0.4725274725274725
SAMP_030,1077,Taxon_1077,D,D,838.0,600.0,0.9208791208791208,0.6593406593406593
SAMP_030,1079,Taxon_1079,C,class,350.0,120.0,0.38461538461538464,0.13186813186813187
SAMP_030,1081,Taxon_1081,F,family,885.0,558.0,0.9725274725274725,0.6131868131868132
SAMP_030,1084,Taxon_1084,D,D,50.0,34.0,0.054945054945054944,0.03736263736263736
SAMP_030,1086,Taxon_1086,C,class,35.0,8.0,0.038461538461538464,0.008791208791208791
SAMP_030,1088,Taxon_1088,F,family,640.0,212.0,0.7032967032967034,0.23296703296703297
SAMP_030,1091,Taxon_1091,D,D,756.0,471.0,0.8307692307692308,0.5175824175824176
SAMP_030,1092,Taxon_1092,P,phylum,622.0,203.0,0.6835164835164835,0.2230769230769231
SAMP_030,1093,Taxon_1093,C,class,679.0,68.0,0.7461538461538462,0.07472527472527472
SAMP_030,1095,Taxon_1095,F,family,467.0,395.0,0.5131868131868131,0.4340659340659341
SAMP_030,1098,Taxon_1098,D,D,708.0,511.0,0.778021978021978,0.5615384615384615
SAMP_031,1000,Taxon_1000,D,D,516.0,386.0,0.5201612903225806,0.38911290322580644
SAMP_031,1003,Taxon_1003,O,order,179.0,147.0,0.18044354838709678,0.14818548387096775
SAMP_031,1004,Taxon_1004,F,family,341.0,217.0,0.34375,0.21875
SAMP_031,1005,Taxon_1005,G,genus,132.0,107.0,0.13306451612903225,0.10786290322580645
SAMP_031,1006,Taxon_1006,S,species,442.0,202.0,0.44556451612903225,0.20362903225806453
SAMP_031,1007,Taxon_1007,D,D,835.0,375.0,0.8417338709677419,0.3780241935483871
SAMP_031,1009,Taxon_1009,C,class,264.0,46.0,0.2661290322580645,0.046370967741935484
SAMP_031,1010,Taxon_1010,O,order,92.0,47.0,0.09274193548387097,0.047379032258064516
SAMP_031,1011,Taxon_1011,F,family,661.0,508.0,0.6663306451612904,0.5120967741935484
SAMP_031,1017,Taxon_1017,O,order,572.0,276.0,0.5766129032258065,0.2782258064516129
SAMP_031,1019,Taxon_1019,G,genus,265.0,77.0,0.26713709677419356,0.07762096774193548
SAMP_031,1020,Taxon_1020,S,species,645.0,128.0,0.6502016129032258,0.12903225806451613
SAMP_031,1022,Taxon_1022,P,phylum,112.0,79.0,0.11290322580645161,0.07963709677419355
SAMP_031,1024,Taxon_1024,O,order,377.0,266.0,0.3800403225806452,0.26814516129032256
SAMP_031,1031,Taxon_1031,O,order,366.0,308.0,0.3689516129032258,0.31048387096774194
SAMP_031,1032,Taxon_1032,F,family,88.0,35.0,0.08870967741935484,0.03528225806451613
SAMP_031,1038,Taxon_1038,O,order,634.0,236.0,0.6391129032258065,0.23790322580645162
SAMP_031,1039,Taxon_1039,F,family,559.0,298.0,0.563508064516129,0.3004032258064516
SAMP_031,1040,Taxon_1040,G,genus,799.0,534.0,0.8054435483870968,0.5383064516129032
SAMP_031,1041,Taxon_1041,S,species,375.0,100.0,0.3780241935483871,0.10080645161290322
SAMP_031,1045,Taxon_1045,O,order,841.0,692.0,0.8477822580645161,0.6975806451612904
SAMP_031,1046,Taxon_1046,F,family,33.0,6.0,0.03326612903225806,0.006048387096774193
SAMP_031,1047,Taxon_1047,G,genus,931.0,225.0,0.938508064516129,0.22681451612903225
SAMP_031,1049,Taxon_1049,D,D,170.0,34.0,0.17137096774193547,0.034274193548387094
SAMP_031,1050,Taxon_1050,P,phylum,365.0,201.0,0.36794354838709675,0.20262096774193547
SAMP_031,1051,Taxon_1051,C,class,783.0,327.0,0.7893145161290323,0.32963709677419356
SAMP_031,1052,Taxon_1052,O,order,58.0,19.0,0.05846774193548387,0.019153225806451613
SAMP_031,1054,Taxon_1054,G,genus,18.0,6.0,0.018145161290322582,0.006048387096774193
SAMP_031,1055,Taxon_1055,S,species,225.0,131.0,0.22681451612903225,0.13205645161290322
SAMP_031,1056,Taxon_1056,D,D,472.0,264.0,0.47580645161290325,0.2661290322580645
SAMP_031,1057,Taxon_1057,P,phylum,94.0,21.0,0.09475806451612903,0.021169354838709676
SAMP_031,1060,Taxon_1060,F,family,592.0,65.0,0.5967741935483871,0.0655241935483871
SAMP_031,1062,Taxon_1062,S,species,221.0,30.0,0.22278225806451613,0.03024193548387097
SAMP_031,1064,Taxon_1064,P,phylum,53.0,42.0,0.05342741935483871,0.04233870967741935
SAMP_031,1065,Taxon_1065,C,class,694.0,123.0,0.6995967741935484,0.12399193548387097
SAMP_031,1069,Taxon_1069,S,species,866.0,425.0,0.8729838709677419,0.4284274193548387
SAMP_031,1070,Taxon_1070,D,D,348.0,247.0,0.35080645161290325,0.24899193548387097
SAMP_031,1072,Taxon_1072,C,class,832.0,314.0,0.8387096774193549,0.3165322580645161
SAMP_031,1073,Taxon_1073,O,order,579.0,471.0,0.5836693548387096,0.4747983870967742
SAMP_031,1074,Taxon_1074,F,family,539.0,256.0,0.5433467741935484,0.25806451612903225
SAMP_031,1075,Taxon_1075,G,genus,785.0,409.0,0.7913306451612904,0.4122983870967742
SAMP_031,1076,Taxon_1076,S,species,281.0,252.0,0.28326612903225806,0.2540322580645161
SAMP_031,1077,Taxon_1077,D,D,359.0,278.0,0.36189516129032256,0.28024193548387094
SAMP_031,1078,Taxon_1078,P,phylum,914.0,355.0,0.9213709677419355,0.35786290322580644
SAMP_031,1080,Taxon_1080,O,order,630.0,378.0,0.6350806451612904,0.3810483870967742
SAMP_031,1081,Taxon_1081,F,family,891.0,590.0,0.8981854838709677,0.594758064516129
SAMP_031,1084,Taxon_1084,D,D,640.0,505.0,0.6451612903225806,0.5090725806451613
SAMP_031,1086,Taxon_1086,C,class,992.0,149.0,1.0,0.1502016129032258
SAMP_031,1088,Taxon_1088,F,family,490.0,319.0,0.4939516129032258,0.3215725806451613
SAMP_031,1089,Taxon_1089,G,genus,340.0,199.0,0.34274193548387094,0.2006048387096774
SAMP_031,1092,Taxon_1092,P,phylum,686.0,229.0,0.6915322580645161,0.23084677419354838
SAMP_031,1093,Taxon_1093,C,class,694.0,223.0,0.6995967741935484,0.2247983870967742
SAMP_031,1094,Taxon_1094,O,order,703.0,351.0,0.7086693548387096,0.3538306451612903
SAMP_031,1096,Taxon_1096,G,genus,234.0,87.0,0.23588709677419356,0.08770161290322581
SAMP_031,1097,Taxon_1097,S,species,82.0,29.0,0.08266129032258064,0.029233870967741934
SAMP_031,1098,Taxon_1098,D,D,92.0,52.0,0.09274193548387097,0.05241935483870968
SAMP_032,1000,Taxon_1000,D,D,688.0,152.0,0.698477157360406,0.15431472081218275
SAMP_032,1001,Taxon_1001,P,phylum,733.0,176.0,0.7441624365482233,0.17868020304568527
SAMP_032,1002,Taxon_1002,C,class,926.0,303.0,0.9401015228426396,0.30761421319796955
SAMP_032,1005,Taxon_1005,G,genus,171.0,107.0,0.1736040609137056,0.10862944162436548
SAMP_032,1007,Taxon_1007,D,D,191.0,38.0,0.19390862944162437,0.03857868020304569
SAMP_032,1009,Taxon_1009,C,class,280.0,161.0,0.28426395939086296,0.1634517766497462
SAMP_032,1011,Taxon_1011,F,family,178.0,133.0,0.18071065989847715,0.1350253807106599
SAMP_032,1013,Taxon_1013,S,species,134.0,104.0,0.13604060913705585,0.10558375634517767
SAMP_032,1014,Taxon_1014,D,D,876.0,168.0,0.8893401015228426,0.17055837563451776
SAMP_032,1015,Taxon_1015,P,phylum,901.0,788.0,0.9147208121827411,0.8
SAMP_032,1022,Taxon_1022,P,phylum,111.0,42.0,0.11269035532994924,0.04263959390862944
SAMP_032,1024,Taxon_1024,O,order,675.0,206.0,0.6852791878172588,0.20913705583756345
SAMP_032,1031,Taxon_1031,O,order,324.0,52.0,0.32893401015228424,0.05279187817258883
SAMP_032,1032,Taxon_1032,F,family,436.0,213.0,0.44263959390862945,0.216243654822335
SAMP_032,1035,Taxon_1035,D,D,374.0,322.0,0.37969543147208124,0.3269035532994924
SAMP_032,1036,Taxon_1036,P,phylum,556.0,253.0,0.5644670050761421,0.2568527918781726
SAMP_032,1037,Taxon_1037,C,class,380.0,91.0,0.38578680203045684,0.09238578680203045
SAMP_032,1038,Taxon_1038,O,order,985.0,255.0,1.0,0.25888324873096447
SAMP_032,1044,Taxon_1044,C,class,390.0,130.0,0.39593908629441626,0.1319796954314721
SAMP_032,1045,Taxon_1045,O,order,548.0,149.0,0.5563451776649746,0.15126903553299492
SAMP_032,1046,Taxon_1046,F,family,564.0,127.0,0.5725888324873096,0.12893401015228426
SAMP_032,1047,Taxon_1047,G,genus,529.0,185.0,0.5370558375634518,0.18781725888324874
SAMP_032,1048,Taxon_1048,S,species,982.0,181.0,0.9969543147208122,0.18375634517766498
SAMP_032,1049,Taxon_1049,D,D,491.0,56.0,0.4984771573604061,0.05685279187817259
SAMP_032,1050,Taxon_1050,P,phylum,549.0,408.0,0.5573604060913706,0.41421319796954315
SAMP_032,1051,Taxon_1051,C,class,698.0,146.0,0.7086294416243655,0.14822335025380712
SAMP_032,1053,Taxon_1053,F,family,195.0,143.0,0.19796954314720813,0.14517766497461929
SAMP_032,1055,Taxon_1055,S,species,299.0,103.0,0.3035532994923858,0.10456852791878173
SAMP_032,1060,Taxon_1060,F,family,827.0,88.0,0.8395939086294416,0.08934010152284264
SAMP_032,1061,Taxon_1061,G,genus,601.0,506.0,0.6101522842639594,0.5137055837563452
SAMP_032,1062,Taxon_1062,S,species,307.0,46.0,0.3116751269035533,0.046700507614213196
SAMP_032,1063,Taxon_1063,D,D,251.0,98.0,0.2548223350253807,0.09949238578680203
SAMP_032,1064,Taxon_1064,P,phylum,7.0,2.0,0.007106598984771574,0.0020304568527918783
SAMP_032,1072,Taxon_1072,C,class,979.0,160.0,0.9939086294416244,0.16243654822335024
SAMP_032,1073,Taxon_1073,O,order,653.0,320.0,0.6629441624365482,0.3248730964467005
SAMP_032,1077,Taxon_1077,D,D,622.0,272.0,0.6314720812182741,0.27614213197969545
